binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(18.058, 20.045]","(23995.885, 24992.548]","(6.204, 7.69]","(29.9, 31.884]","(20008.91, 20998.525]","(28.492, 29.99]","(33.906, 35.887]","(27899.741, 28892.276]","(3.033, 4.53]",23694.0,4844.0
"(2.158, 4.145]","(17019.248, 18015.91]","(6.204, 7.69]","(16.012, 17.996]","(23967.37, 24956.985]","(21.002, 22.5]","(35.887, 37.868]","(28892.276, 29884.81]","(26.977, 28.473]",21877.0,4001.0
"(22.033, 24.02]","(22002.56, 22999.223]","(10.662, 12.148]","(0.1, 2.124]","(21988.14, 22977.755]","(10.516, 12.014]","(25.979, 27.961]","(23929.603, 24922.138]","(23.984, 25.48]",6798.0,1656.0
"(16.07, 18.058]","(20009.235, 21005.898]","(6.204, 7.69]","(29.9, 31.884]","(24956.985, 25946.6]","(4.524, 6.022]","(20.035, 22.016]","(21944.534, 22937.068]","(6.026, 7.522]",25121.0,5627.0
"(33.958, 35.945]","(23995.885, 24992.548]","(9.176, 10.662]","(6.092, 8.076]","(22977.755, 23967.37]","(4e-05, 1.528]","(8.146, 10.128]","(17974.396, 18966.931]","(15.005, 16.502]",23086.0,5152.0
"(0.13, 2.158]","(11039.273, 12035.935]","(24.036, 25.522]","(23.948, 25.932]","(10092.968, 11102.375]","(15.01, 16.508]","(16.072, 18.054]","(15989.327, 16981.862]","(20.991, 22.487]",1843.0,310.0
"(8.12, 10.108]","(18015.91, 19012.573]","(24.036, 25.522]","(27.916, 29.9]","(23967.37, 24956.985]","(28.492, 29.99]","(22.016, 23.998]","(24922.138, 25914.672]","(7.522, 9.019]",20303.0,3693.0
"(37.933, 39.92]","(10022.677, 11039.273]","(1.746, 3.232]","(17.996, 19.98]","(13081.605, 14071.22]","(22.5, 23.998]","(6.164, 8.146]","(13011.724, 14004.258]","(3.033, 4.53]",7494.0,1410.0
"(33.958, 35.945]","(27982.535, 28979.198]","(1.746, 3.232]","(21.964, 23.948]","(10092.968, 11102.375]","(28.492, 29.99]","(4.183, 6.164]","(26907.206, 27899.741]","(16.502, 17.998]",3214.0,643.0
"(10.108, 12.095]","(15025.922, 16022.585]","(18.092, 19.578]","(12.044, 14.028]","(27925.83, 28915.445]","(28.492, 29.99]","(16.072, 18.054]","(27899.741, 28892.276]","(17.998, 19.494]",0.0,3.0
"(18.058, 20.045]","(16022.585, 17019.248]","(18.092, 19.578]","(0.1, 2.124]","(27925.83, 28915.445]","(25.496, 26.994]","(14.09, 16.072]","(14996.793, 15989.327]","(15.005, 16.502]",70.0,33.0
"(24.02, 26.008]","(16022.585, 17019.248]","(19.578, 21.064]","(14.028, 16.012]","(11102.375, 12091.99]","(10.516, 12.014]","(6.164, 8.146]","(21944.534, 22937.068]","(6.026, 7.522]",6209.0,1023.0
"(12.095, 14.082]","(24992.548, 25989.21]","(4.718, 6.204]","(0.1, 2.124]","(10092.968, 11102.375]","(4.524, 6.022]","(16.072, 18.054]","(14996.793, 15989.327]","(6.026, 7.522]",3795.0,679.0
"(26.008, 27.995]","(15025.922, 16022.585]","(21.064, 22.55]","(0.1, 2.124]","(13081.605, 14071.22]","(13.512, 15.01]","(0.18, 2.202]","(24922.138, 25914.672]","(4.53, 6.026]",911.0,314.0
"(12.095, 14.082]","(14029.26, 15025.922]","(4.718, 6.204]","(37.836, 39.82]","(20998.525, 21988.14]","(6.022, 7.52]","(18.054, 20.035]","(10014.269, 11026.654]","(10.516, 12.012]",17005.0,4104.0
"(20.045, 22.033]","(22002.56, 22999.223]","(18.092, 19.578]","(33.868, 35.852]","(16050.45, 17040.065]","(18.006, 19.504]","(33.906, 35.887]","(14996.793, 15989.327]","(15.005, 16.502]",14635.0,2909.0
"(4.145, 6.132]","(22999.223, 23995.885]","(0.23, 1.746]","(35.852, 37.836]","(28915.445, 29905.06]","(9.018, 10.516]","(14.09, 16.072]","(21944.534, 22937.068]","(26.977, 28.473]",25951.0,6054.0
"(37.933, 39.92]","(22002.56, 22999.223]","(18.092, 19.578]","(6.092, 8.076]","(26936.215, 27925.83]","(16.508, 18.006]","(12.109, 14.09]","(13011.724, 14004.258]","(16.502, 17.998]",1554.0,557.0
"(10.108, 12.095]","(23995.885, 24992.548]","(4.718, 6.204]","(27.916, 29.9]","(14071.22, 15060.835]","(21.002, 22.5]","(20.035, 22.016]","(25914.672, 26907.206]","(1.536, 3.033]",14356.0,2528.0
"(4.145, 6.132]","(15025.922, 16022.585]","(24.036, 25.522]","(27.916, 29.9]","(20998.525, 21988.14]","(18.006, 19.504]","(0.18, 2.202]","(14996.793, 15989.327]","(3.033, 4.53]",13152.0,2776.0
"(16.07, 18.058]","(21005.898, 22002.56]","(18.092, 19.578]","(33.868, 35.852]","(28915.445, 29905.06]","(19.504, 21.002]","(33.906, 35.887]","(14996.793, 15989.327]","(13.508, 15.005]",23250.0,5768.0
"(14.082, 16.07]","(11039.273, 12035.935]","(12.148, 13.634]","(31.884, 33.868]","(12091.99, 13081.605]","(3.026, 4.524]","(12.109, 14.09]","(25914.672, 26907.206]","(12.012, 13.508]",8368.0,1367.0
"(37.933, 39.92]","(28979.198, 29975.86]","(19.578, 21.064]","(8.076, 10.06]","(20998.525, 21988.14]","(26.994, 28.492]","(8.146, 10.128]","(25914.672, 26907.206]","(19.494, 20.991]",94.0,77.0
"(22.033, 24.02]","(17019.248, 18015.91]","(0.23, 1.746]","(23.948, 25.932]","(15060.835, 16050.45]","(4e-05, 1.528]","(20.035, 22.016]","(24922.138, 25914.672]","(26.977, 28.473]",15465.0,2775.0
"(0.13, 2.158]","(22999.223, 23995.885]","(7.69, 9.176]","(35.852, 37.836]","(12091.99, 13081.605]","(10.516, 12.014]","(33.906, 35.887]","(28892.276, 29884.81]","(19.494, 20.991]",5382.0,821.0
"(37.933, 39.92]","(12035.935, 13032.598]","(24.036, 25.522]","(0.1, 2.124]","(20998.525, 21988.14]","(23.998, 25.496]","(37.868, 39.85]","(10014.269, 11026.654]","(17.998, 19.494]",230.0,86.0
"(24.02, 26.008]","(26985.872, 27982.535]","(12.148, 13.634]","(8.076, 10.06]","(16050.45, 17040.065]","(12.014, 13.512]","(10.128, 12.109]","(14996.793, 15989.327]","(19.494, 20.991]",14126.0,2746.0
"(33.958, 35.945]","(18015.91, 19012.573]","(6.204, 7.69]","(14.028, 16.012]","(23967.37, 24956.985]","(19.504, 21.002]","(35.887, 37.868]","(26907.206, 27899.741]","(9.019, 10.516]",25551.0,5520.0
"(0.13, 2.158]","(14029.26, 15025.922]","(4.718, 6.204]","(25.932, 27.916]","(11102.375, 12091.99]","(25.496, 26.994]","(23.998, 25.979]","(10014.269, 11026.654]","(1.536, 3.033]",1904.0,373.0
"(24.02, 26.008]","(20009.235, 21005.898]","(13.634, 15.12]","(25.932, 27.916]","(28915.445, 29905.06]","(21.002, 22.5]","(31.924, 33.906]","(18966.931, 19959.465]","(15.005, 16.502]",25155.0,5949.0
"(18.058, 20.045]","(27982.535, 28979.198]","(10.662, 12.148]","(17.996, 19.98]","(26936.215, 27925.83]","(23.998, 25.496]","(6.164, 8.146]","(18966.931, 19959.465]","(12.012, 13.508]",24961.0,5833.0
"(2.158, 4.145]","(20009.235, 21005.898]","(3.232, 4.718]","(8.076, 10.06]","(26936.215, 27925.83]","(6.022, 7.52]","(10.128, 12.109]","(19959.465, 20952.0]","(15.005, 16.502]",20010.0,3753.0
"(22.033, 24.02]","(16022.585, 17019.248]","(1.746, 3.232]","(29.9, 31.884]","(12091.99, 13081.605]","(9.018, 10.516]","(18.054, 20.035]","(21944.534, 22937.068]","(10.516, 12.012]",9031.0,1527.0
"(26.008, 27.995]","(19012.573, 20009.235]","(28.494, 29.98]","(4.108, 6.092]","(18029.68, 19019.295]","(4e-05, 1.528]","(4.183, 6.164]","(12019.189, 13011.724]","(0.0101, 1.536]",15581.0,3451.0
"(22.033, 24.02]","(25989.21, 26985.872]","(13.634, 15.12]","(19.98, 21.964]","(20008.91, 20998.525]","(22.5, 23.998]","(18.054, 20.035]","(21944.534, 22937.068]","(19.494, 20.991]",22666.0,4739.0
"(16.07, 18.058]","(22999.223, 23995.885]","(28.494, 29.98]","(31.884, 33.868]","(27925.83, 28915.445]","(12.014, 13.512]","(23.998, 25.979]","(23929.603, 24922.138]","(17.998, 19.494]",26355.0,6021.0
"(4.145, 6.132]","(10022.677, 11039.273]","(24.036, 25.522]","(27.916, 29.9]","(22977.755, 23967.37]","(10.516, 12.014]","(6.164, 8.146]","(28892.276, 29884.81]","(22.487, 23.984]",13453.0,3044.0
"(29.982, 31.97]","(17019.248, 18015.91]","(1.746, 3.232]","(8.076, 10.06]","(23967.37, 24956.985]","(23.998, 25.496]","(16.072, 18.054]","(25914.672, 26907.206]","(4.53, 6.026]",1180.0,283.0
"(24.02, 26.008]","(23995.885, 24992.548]","(18.092, 19.578]","(14.028, 16.012]","(23967.37, 24956.985]","(13.512, 15.01]","(33.906, 35.887]","(20952.0, 21944.534]","(25.48, 26.977]",24874.0,5581.0
"(14.082, 16.07]","(11039.273, 12035.935]","(7.69, 9.176]","(19.98, 21.964]","(27925.83, 28915.445]","(18.006, 19.504]","(18.054, 20.035]","(27899.741, 28892.276]","(10.516, 12.012]",26644.0,5896.0
"(16.07, 18.058]","(11039.273, 12035.935]","(7.69, 9.176]","(31.884, 33.868]","(20008.91, 20998.525]","(7.52, 9.018]","(0.18, 2.202]","(23929.603, 24922.138]","(28.473, 29.97]",13481.0,3505.0
"(20.045, 22.033]","(22002.56, 22999.223]","(1.746, 3.232]","(37.836, 39.82]","(28915.445, 29905.06]","(25.496, 26.994]","(33.906, 35.887]","(19959.465, 20952.0]","(0.0101, 1.536]",25354.0,5965.0
"(22.033, 24.02]","(12035.935, 13032.598]","(12.148, 13.634]","(12.044, 14.028]","(28915.445, 29905.06]","(22.5, 23.998]","(31.924, 33.906]","(10014.269, 11026.654]","(10.516, 12.012]",17132.0,4024.0
"(37.933, 39.92]","(27982.535, 28979.198]","(9.176, 10.662]","(23.948, 25.932]","(17040.065, 18029.68]","(7.52, 9.018]","(8.146, 10.128]","(27899.741, 28892.276]","(22.487, 23.984]",13288.0,2885.0
"(2.158, 4.145]","(19012.573, 20009.235]","(0.23, 1.746]","(10.06, 12.044]","(10092.968, 11102.375]","(25.496, 26.994]","(12.109, 14.09]","(25914.672, 26907.206]","(28.473, 29.97]",0.0,14.0
"(14.082, 16.07]","(17019.248, 18015.91]","(22.55, 24.036]","(27.916, 29.9]","(14071.22, 15060.835]","(28.492, 29.99]","(10.128, 12.109]","(27899.741, 28892.276]","(4.53, 6.026]",12920.0,2207.0
"(35.945, 37.933]","(15025.922, 16022.585]","(15.12, 16.606]","(31.884, 33.868]","(15060.835, 16050.45]","(10.516, 12.014]","(0.18, 2.202]","(10014.269, 11026.654]","(23.984, 25.48]",6956.0,1770.0
"(0.13, 2.158]","(25989.21, 26985.872]","(19.578, 21.064]","(16.012, 17.996]","(23967.37, 24956.985]","(4e-05, 1.528]","(25.979, 27.961]","(25914.672, 26907.206]","(13.508, 15.005]",21616.0,4027.0
"(4.145, 6.132]","(26985.872, 27982.535]","(13.634, 15.12]","(0.1, 2.124]","(13081.605, 14071.22]","(12.014, 13.512]","(8.146, 10.128]","(13011.724, 14004.258]","(13.508, 15.005]",84.0,20.0
"(16.07, 18.058]","(13032.598, 14029.26]","(21.064, 22.55]","(2.124, 4.108]","(10092.968, 11102.375]","(28.492, 29.99]","(20.035, 22.016]","(14004.258, 14996.793]","(10.516, 12.012]",34.0,15.0
"(12.095, 14.082]","(18015.91, 19012.573]","(21.064, 22.55]","(25.932, 27.916]","(19019.295, 20008.91]","(28.492, 29.99]","(33.906, 35.887]","(20952.0, 21944.534]","(7.522, 9.019]",20764.0,4201.0
"(20.045, 22.033]","(22999.223, 23995.885]","(21.064, 22.55]","(31.884, 33.868]","(15060.835, 16050.45]","(4e-05, 1.528]","(31.924, 33.906]","(14996.793, 15989.327]","(16.502, 17.998]",13403.0,2599.0
"(35.945, 37.933]","(18015.91, 19012.573]","(16.606, 18.092]","(2.124, 4.108]","(16050.45, 17040.065]","(9.018, 10.516]","(12.109, 14.09]","(22937.068, 23929.603]","(7.522, 9.019]",6208.0,1437.0
"(29.982, 31.97]","(11039.273, 12035.935]","(3.232, 4.718]","(21.964, 23.948]","(24956.985, 25946.6]","(4e-05, 1.528]","(22.016, 23.998]","(18966.931, 19959.465]","(25.48, 26.977]",24006.0,5327.0
"(33.958, 35.945]","(22002.56, 22999.223]","(6.204, 7.69]","(19.98, 21.964]","(19019.295, 20008.91]","(22.5, 23.998]","(23.998, 25.979]","(15989.327, 16981.862]","(1.536, 3.033]",19354.0,4068.0
"(8.12, 10.108]","(15025.922, 16022.585]","(21.064, 22.55]","(23.948, 25.932]","(20008.91, 20998.525]","(13.512, 15.01]","(18.054, 20.035]","(17974.396, 18966.931]","(9.019, 10.516]",16263.0,2978.0
"(12.095, 14.082]","(26985.872, 27982.535]","(28.494, 29.98]","(8.076, 10.06]","(28915.445, 29905.06]","(26.994, 28.492]","(0.18, 2.202]","(25914.672, 26907.206]","(28.473, 29.97]",0.0,0.0
"(33.958, 35.945]","(12035.935, 13032.598]","(27.008, 28.494]","(19.98, 21.964]","(23967.37, 24956.985]","(22.5, 23.998]","(0.18, 2.202]","(13011.724, 14004.258]","(12.012, 13.508]",14593.0,4206.0
"(27.995, 29.982]","(23995.885, 24992.548]","(18.092, 19.578]","(6.092, 8.076]","(25946.6, 26936.215]","(4e-05, 1.528]","(31.924, 33.906]","(23929.603, 24922.138]","(28.473, 29.97]",25898.0,5840.0
"(12.095, 14.082]","(17019.248, 18015.91]","(22.55, 24.036]","(8.076, 10.06]","(17040.065, 18029.68]","(15.01, 16.508]","(4.183, 6.164]","(28892.276, 29884.81]","(9.019, 10.516]",11376.0,2760.0
"(37.933, 39.92]","(16022.585, 17019.248]","(16.606, 18.092]","(6.092, 8.076]","(24956.985, 25946.6]","(4.524, 6.022]","(31.924, 33.906]","(27899.741, 28892.276]","(1.536, 3.033]",26297.0,5749.0
"(14.082, 16.07]","(14029.26, 15025.922]","(25.522, 27.008]","(35.852, 37.836]","(13081.605, 14071.22]","(9.018, 10.516]","(18.054, 20.035]","(16981.862, 17974.396]","(20.991, 22.487]",9756.0,1749.0
"(8.12, 10.108]","(12035.935, 13032.598]","(6.204, 7.69]","(19.98, 21.964]","(20998.525, 21988.14]","(9.018, 10.516]","(8.146, 10.128]","(24922.138, 25914.672]","(10.516, 12.012]",23785.0,4914.0
"(10.108, 12.095]","(17019.248, 18015.91]","(16.606, 18.092]","(16.012, 17.996]","(14071.22, 15060.835]","(13.512, 15.01]","(25.979, 27.961]","(16981.862, 17974.396]","(15.005, 16.502]",11529.0,2092.0
"(35.945, 37.933]","(24992.548, 25989.21]","(0.23, 1.746]","(29.9, 31.884]","(12091.99, 13081.605]","(9.018, 10.516]","(18.054, 20.035]","(17974.396, 18966.931]","(6.026, 7.522]",8334.0,1460.0
"(8.12, 10.108]","(11039.273, 12035.935]","(9.176, 10.662]","(14.028, 16.012]","(15060.835, 16050.45]","(28.492, 29.99]","(37.868, 39.85]","(18966.931, 19959.465]","(28.473, 29.97]",14247.0,2600.0
"(2.158, 4.145]","(20009.235, 21005.898]","(9.176, 10.662]","(21.964, 23.948]","(23967.37, 24956.985]","(22.5, 23.998]","(16.072, 18.054]","(22937.068, 23929.603]","(7.522, 9.019]",21334.0,4033.0
"(14.082, 16.07]","(27982.535, 28979.198]","(18.092, 19.578]","(35.852, 37.836]","(27925.83, 28915.445]","(4e-05, 1.528]","(12.109, 14.09]","(16981.862, 17974.396]","(25.48, 26.977]",24529.0,5847.0
"(0.13, 2.158]","(24992.548, 25989.21]","(25.522, 27.008]","(31.884, 33.868]","(16050.45, 17040.065]","(4e-05, 1.528]","(18.054, 20.035]","(24922.138, 25914.672]","(28.473, 29.97]",12402.0,2058.0
"(26.008, 27.995]","(12035.935, 13032.598]","(9.176, 10.662]","(27.916, 29.9]","(20008.91, 20998.525]","(16.508, 18.006]","(4.183, 6.164]","(22937.068, 23929.603]","(13.508, 15.005]",18358.0,4143.0
"(12.095, 14.082]","(11039.273, 12035.935]","(19.578, 21.064]","(25.932, 27.916]","(10092.968, 11102.375]","(28.492, 29.99]","(31.924, 33.906]","(11026.654, 12019.189]","(19.494, 20.991]",3172.0,615.0
"(31.97, 33.958]","(21005.898, 22002.56]","(16.606, 18.092]","(19.98, 21.964]","(20008.91, 20998.525]","(16.508, 18.006]","(4.183, 6.164]","(22937.068, 23929.603]","(22.487, 23.984]",13705.0,3606.0
"(29.982, 31.97]","(17019.248, 18015.91]","(13.634, 15.12]","(14.028, 16.012]","(10092.968, 11102.375]","(23.998, 25.496]","(4.183, 6.164]","(20952.0, 21944.534]","(0.0101, 1.536]",4698.0,769.0
"(29.982, 31.97]","(27982.535, 28979.198]","(22.55, 24.036]","(2.124, 4.108]","(27925.83, 28915.445]","(1.528, 3.026]","(25.979, 27.961]","(28892.276, 29884.81]","(20.991, 22.487]",14276.0,3949.0
"(8.12, 10.108]","(25989.21, 26985.872]","(27.008, 28.494]","(23.948, 25.932]","(22977.755, 23967.37]","(7.52, 9.018]","(25.979, 27.961]","(13011.724, 14004.258]","(22.487, 23.984]",16023.0,3228.0
"(24.02, 26.008]","(18015.91, 19012.573]","(18.092, 19.578]","(31.884, 33.868]","(26936.215, 27925.83]","(4e-05, 1.528]","(27.961, 29.942]","(15989.327, 16981.862]","(20.991, 22.487]",23802.0,5669.0
"(10.108, 12.095]","(15025.922, 16022.585]","(9.176, 10.662]","(27.916, 29.9]","(28915.445, 29905.06]","(10.516, 12.014]","(0.18, 2.202]","(10014.269, 11026.654]","(20.991, 22.487]",15019.0,4743.0
"(24.02, 26.008]","(10022.677, 11039.273]","(28.494, 29.98]","(23.948, 25.932]","(22977.755, 23967.37]","(10.516, 12.014]","(6.164, 8.146]","(13011.724, 14004.258]","(15.005, 16.502]",20450.0,4764.0
"(12.095, 14.082]","(11039.273, 12035.935]","(9.176, 10.662]","(0.1, 2.124]","(14071.22, 15060.835]","(7.52, 9.018]","(25.979, 27.961]","(28892.276, 29884.81]","(23.984, 25.48]",7933.0,1536.0
"(14.082, 16.07]","(20009.235, 21005.898]","(25.522, 27.008]","(10.06, 12.044]","(28915.445, 29905.06]","(28.492, 29.99]","(10.128, 12.109]","(17974.396, 18966.931]","(25.48, 26.977]",0.0,0.0
"(37.933, 39.92]","(15025.922, 16022.585]","(6.204, 7.69]","(33.868, 35.852]","(16050.45, 17040.065]","(28.492, 29.99]","(31.924, 33.906]","(16981.862, 17974.396]","(19.494, 20.991]",15915.0,3079.0
"(2.158, 4.145]","(20009.235, 21005.898]","(7.69, 9.176]","(25.932, 27.916]","(23967.37, 24956.985]","(1.528, 3.026]","(33.906, 35.887]","(20952.0, 21944.534]","(22.487, 23.984]",21106.0,4064.0
"(6.132, 8.12]","(22002.56, 22999.223]","(7.69, 9.176]","(17.996, 19.98]","(18029.68, 19019.295]","(25.496, 26.994]","(4.183, 6.164]","(10014.269, 11026.654]","(23.984, 25.48]",10366.0,2848.0
"(20.045, 22.033]","(22999.223, 23995.885]","(22.55, 24.036]","(31.884, 33.868]","(25946.6, 26936.215]","(25.496, 26.994]","(16.072, 18.054]","(11026.654, 12019.189]","(19.494, 20.991]",20226.0,5200.0
"(37.933, 39.92]","(25989.21, 26985.872]","(3.232, 4.718]","(0.1, 2.124]","(26936.215, 27925.83]","(22.5, 23.998]","(31.924, 33.906]","(11026.654, 12019.189]","(25.48, 26.977]",259.0,92.0
"(27.995, 29.982]","(21005.898, 22002.56]","(22.55, 24.036]","(8.076, 10.06]","(26936.215, 27925.83]","(25.496, 26.994]","(4.183, 6.164]","(12019.189, 13011.724]","(3.033, 4.53]",183.0,126.0
"(26.008, 27.995]","(22002.56, 22999.223]","(6.204, 7.69]","(31.884, 33.868]","(23967.37, 24956.985]","(4.524, 6.022]","(29.942, 31.924]","(11026.654, 12019.189]","(3.033, 4.53]",19663.0,4907.0
"(33.958, 35.945]","(22999.223, 23995.885]","(24.036, 25.522]","(2.124, 4.108]","(28915.445, 29905.06]","(6.022, 7.52]","(8.146, 10.128]","(26907.206, 27899.741]","(6.026, 7.522]",4870.0,1966.0
"(27.995, 29.982]","(27982.535, 28979.198]","(7.69, 9.176]","(33.868, 35.852]","(14071.22, 15060.835]","(25.496, 26.994]","(33.906, 35.887]","(27899.741, 28892.276]","(9.019, 10.516]",13460.0,2321.0
"(0.13, 2.158]","(22999.223, 23995.885]","(1.746, 3.232]","(33.868, 35.852]","(15060.835, 16050.45]","(4e-05, 1.528]","(37.868, 39.85]","(20952.0, 21944.534]","(20.991, 22.487]",8702.0,1422.0
"(33.958, 35.945]","(12035.935, 13032.598]","(6.204, 7.69]","(8.076, 10.06]","(23967.37, 24956.985]","(3.026, 4.524]","(12.109, 14.09]","(26907.206, 27899.741]","(28.473, 29.97]",25448.0,5416.0
"(16.07, 18.058]","(13032.598, 14029.26]","(7.69, 9.176]","(29.9, 31.884]","(10092.968, 11102.375]","(21.002, 22.5]","(37.868, 39.85]","(20952.0, 21944.534]","(19.494, 20.991]",4949.0,813.0
"(20.045, 22.033]","(22999.223, 23995.885]","(10.662, 12.148]","(17.996, 19.98]","(27925.83, 28915.445]","(4.524, 6.022]","(31.924, 33.906]","(24922.138, 25914.672]","(22.487, 23.984]",26591.0,6077.0
"(33.958, 35.945]","(22999.223, 23995.885]","(4.718, 6.204]","(25.932, 27.916]","(21988.14, 22977.755]","(1.528, 3.026]","(10.128, 12.109]","(14004.258, 14996.793]","(10.516, 12.012]",20490.0,4700.0
"(22.033, 24.02]","(13032.598, 14029.26]","(24.036, 25.522]","(2.124, 4.108]","(12091.99, 13081.605]","(3.026, 4.524]","(14.09, 16.072]","(20952.0, 21944.534]","(4.53, 6.026]",8821.0,1497.0
"(10.108, 12.095]","(19012.573, 20009.235]","(6.204, 7.69]","(14.028, 16.012]","(25946.6, 26936.215]","(13.512, 15.01]","(22.016, 23.998]","(13011.724, 14004.258]","(28.473, 29.97]",21492.0,5294.0
"(16.07, 18.058]","(14029.26, 15025.922]","(10.662, 12.148]","(21.964, 23.948]","(26936.215, 27925.83]","(23.998, 25.496]","(6.164, 8.146]","(21944.534, 22937.068]","(19.494, 20.991]",21487.0,5335.0
"(18.058, 20.045]","(15025.922, 16022.585]","(0.23, 1.746]","(10.06, 12.044]","(13081.605, 14071.22]","(21.002, 22.5]","(16.072, 18.054]","(27899.741, 28892.276]","(6.026, 7.522]",1675.0,407.0
"(31.97, 33.958]","(26985.872, 27982.535]","(13.634, 15.12]","(2.124, 4.108]","(14071.22, 15060.835]","(18.006, 19.504]","(0.18, 2.202]","(16981.862, 17974.396]","(3.033, 4.53]",334.0,147.0
