binned_RP1,binned_IP1,binned_WP1,binned_VAP1,binned_TPMIN1,binned_TPMAX1,binned_RP2,binned_IP2,binned_WP2,binned_VAP2,binned_TPMIN2,binned_TPMAX2,binned_RP3,binned_IP3,binned_WP3,binned_VAP3,binned_TPMIN3,binned_TPMAX3,Yield_max,Cost
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",12820.0,0.5321533282
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",8507.0,0.4733393626
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",5443.0,0.4457716267111111
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",13065.0,0.4650013200888889
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",15332.0,0.5165440042666666
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",21870.0,0.5900072350444444
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",22201.0,0.5744388256444445
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",8786.0,0.4516563807777777
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",10819.0,0.4358919459333333
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",2682.0,0.455884654711111
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",7870.0,0.5285733694444444
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",17330.0,0.588824643377778
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",21778.0,0.6238896626
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",13227.0,0.5268498215777777
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",6287.0,0.5128449429555556
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",1553.0,0.4499287987111111
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",6475.0,0.4916430587555556
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",9167.0,0.4734168688
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",4716.0,0.4200676450888889
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",21356.0,0.508496736111111
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",4149.0,0.4546582799111111
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",1398.0,0.4348217356888888
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",14555.0,0.4967697188000001
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",15878.0,0.5184121034222223
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",17476.0,0.4969433542666667
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",3978.0,0.4449134912444445
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",21080.0,0.5720719032
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",16737.0,0.5082758822666666
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",16562.0,0.5810956551333333
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",21704.0,0.601786111111111
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",2845.0,0.5224699472222223
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",1683.0,0.4111421735111111
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",10882.0,0.4903035288444445
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",6544.0,0.5615719884666667
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",10493.0,0.4715497166666666
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",8648.0,0.4703895478666666
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",3543.0,0.4606745465777777
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",6720.0,0.526989478
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",10485.0,0.4957431312000001
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",13522.0,0.5103303476444445
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",16632.0,0.5541249995777778
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",5226.0,0.5573041562
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",23205.0,0.5293973854666667
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",11514.0,0.4392639688
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",6627.0,0.5561382113333333
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",18848.0,0.5796285290666667
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",2463.0,0.4651925228666667
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",11908.0,0.4671184882444445
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",14296.0,0.5191795628222223
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",19631.0,0.5423215393111112
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",20738.0,0.5850846470000001
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",14863.0,0.4608794615333333
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",17814.0,0.5734277301333334
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",16662.0,0.4727728754222222
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",2876.0,0.5082600472222223
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",17035.0,0.4922414820444444
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",13499.0,0.533876535888889
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",12843.0,0.4842585779999999
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",11088.0,0.4326094482888889
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",18269.0,0.5660202656000001
