binned_RP1,binned_IP1,binned_WP1,binned_VAP1,binned_TPMIN1,binned_TPMAX1,binned_RP2,binned_IP2,binned_WP2,binned_VAP2,binned_TPMIN2,binned_TPMAX2,binned_RP3,binned_IP3,binned_WP3,binned_VAP3,binned_TPMIN3,binned_TPMAX3,Yield_max,Cost
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",5926.0,0.5206222158222221
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",18494.0,0.5035023702888889
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",20180.0,0.5571003010666666
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",2835.0,0.5060028822666668
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",20493.0,0.6137177848222222
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",9174.0,0.4479637294888888
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",11808.0,0.523998526711111
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",15360.0,0.4629406807777778
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",10930.0,0.4285818162444444
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",17715.0,0.5402114916666667
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",15230.0,0.5499238628222222
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",16340.0,0.5285372476444444
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",6839.0,0.4759131856888889
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",18700.0,0.4461586412444445
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",19353.0,0.5505500653777778
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",20210.0,0.6027632010666667
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",7912.0,0.5339171322666666
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",14140.0,0.5991325555555557
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",22127.0,0.5787676102444446
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",6020.0,0.4905717032000001
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",15126.0,0.4742277175111111
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",10143.0,0.3984460980666667
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",14548.0,0.4489415226444445
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",17857.0,0.574153961111111
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",11353.0,0.3790969882444444
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",12410.0,0.5017957788444445
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",10705.0,0.4910654544888888
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",9033.0,0.5515286309777778
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",5751.0,0.4720699132444445
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",14862.0,0.4317706583333333
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",21689.0,0.5454173444444445
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",17306.0,0.5266322282
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",17346.0,0.5204669602666667
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",13537.0,0.5823258322666668
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",11527.0,0.5519143549111111
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",11040.0,0.5112039002222222
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",5021.0,0.3913487019333332
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",12222.0,0.5015398468000001
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",4862.0,0.4289629662444444
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",13751.0,0.5341447987111111
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",9314.0,0.4425725053333333
"(17.5, 30.0]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",4842.0,0.4653957728666667
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",2843.0,0.4617396944444445
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",2458.0,0.4988147388888888
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",2484.0,0.4652976281999999
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",2149.0,0.4968333592
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",9328.0,0.5336744566222223
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",9336.0,0.5072049273555556
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",4549.0,0.4424685794888889
"(17.5, 30.0]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",1879.0,0.4821090544888889
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(26.5, 30.0]",9011.0,0.4335879700888889
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.993, 26.5]",10862.0,0.3991248690222223
"(4.975, 17.5]","(15000.0, 20000.0]","(-0.02, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(26.5, 30.0]",17314.0,0.5055902628222223
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",20959.0,0.5433563497777778
"(4.975, 17.5]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.35, 1.6]","(14.993, 18.5]","(22.993, 26.5]",18068.0,0.4987584517111112
"(17.5, 30.0]","(9990.0, 15000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(4.975, 17.5]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(9980.0, 20000.0]","(5.0, 10.0]","(1.35, 1.6]","(18.5, 22.0]","(26.5, 30.0]",15744.0,0.4965769064222222
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.35, 1.6]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.35, 1.6]","(18.5, 22.0]","(22.996, 24.75]","(4.975, 17.5]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.993, 26.5]",12349.0,0.4722567549111112
"(4.975, 17.5]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(18.5, 22.0]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(5.0, 10.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(4.975, 17.5]","(9980.0, 20000.0]","(5.0, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(26.5, 30.0]",14909.0,0.4754993166666667
"(4.975, 17.5]","(9990.0, 15000.0]","(-0.02, 10.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(4.975, 17.5]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(14.993, 18.5]","(22.996, 24.75]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",11292.0,0.4735015173111112
"(17.5, 30.0]","(15000.0, 20000.0]","(10.0, 20.0]","(1.1, 1.35]","(14.993, 18.5]","(24.75, 26.5]","(17.5, 30.0]","(9980.0, 20000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(24.75, 26.5]","(17.5, 30.0]","(20000.0, 30000.0]","(-0.01, 5.0]","(1.1, 1.35]","(18.5, 22.0]","(22.993, 26.5]",10013.0,0.550855404688889
